,item_description,price,category,site_name
845,"3/8"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 72""",$135.66,"Alloy|Flat|Cold Finished|3/8"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
846,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - By the Inch",$0.69,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
847,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 12""",$7.03,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
848,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 18""",$10.44,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
849,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 24""",$13.72,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
850,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 36""",$20.39,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
851,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 48""",$26.92,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
852,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 60""",$33.32,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
853,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 72""",$39.59,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
854,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - By the Inch",$0.74,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
855,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 12""",$7.58,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
856,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 18""",$11.26,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
857,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 24""",$14.80,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
858,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 36""",$21.99,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
859,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 48""",$29.04,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
860,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 60""",$35.94,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
861,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 72""",$42.71,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
862,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - By the Inch",$1.14,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
863,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 12""",$11.63,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
864,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 18""",$17.28,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
865,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 24""",$22.72,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
866,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 36""",$33.75,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
867,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 48""",$44.56,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
868,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 60""",$55.15,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
869,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 72""",$65.53,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
870,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - By the Inch",$1.47,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
871,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 12""",$15.00,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
872,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 18""",$22.28,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
873,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 24""",$29.29,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
874,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 36""",$43.51,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
875,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 48""",$57.45,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
876,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 60""",$71.11,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
877,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 72""",$84.49,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
878,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - By the Inch",$1.83,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
879,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 12""",$18.73,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
880,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 18""",$27.83,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
881,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 24""",$36.58,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
882,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 36""",$54.34,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
883,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 48""",$71.74,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
884,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 60""",$88.80,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
885,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 72""",$105.51,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
886,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - By the Inch",$2.25,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
887,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 12""",$23.04,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
888,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 18""",$34.24,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
889,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 24""",$45.01,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
890,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 36""",$66.86,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
891,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 48""",$88.28,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
892,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 60""",$109.27,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
893,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 72""",$129.83,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
894,"1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed - By the Inch",$2.52,"Alloy|Flat|Cold Finished|1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
895,"1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed - 12""",$25.80,"Alloy|Flat|Cold Finished|1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
896,"1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed - 18""",$38.34,"Alloy|Flat|Cold Finished|1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
897,"1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed - 24""",$50.39,"Alloy|Flat|Cold Finished|1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
898,"1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed - 36""",$74.86,"Alloy|Flat|Cold Finished|1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
899,"1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed - 48""",$98.84,"Alloy|Flat|Cold Finished|1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
900,"#10 x 1 Low Profile Self-Drilling Architectural Clip Screws, Low Profile Head with Combo Phillips / Square Drive, #3 Point, 410 Stainless Steel with Tanner-Guard Corrosion Resistant Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
901,"#10 x 1/2 Self-Drilling Screws, Undercut Flat Phillips Head, #2 Point, 18.8 Stainless Steel",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
902,"#8-18 x 3/4"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Pan Head with #2 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
903,"#8-18 x 1"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Pan Head with #2 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
904,"#10-16 x 3/4"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Pan Head with #2 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
905,"#10-16 x 1"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Pan Head with #2 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
906,"#10-16 x 1-1/2"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws with Wings, Flat Head with #2 Phillips Drive, #3 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
907,"#12-14 x 1"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Undercut Flat Head with #3 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
908,"#12-14 x 1-1/2"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Undercut Flat Head with #3 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
909,"#10-16 x 1"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Pancake Head with #2 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
910,"#12-14 x 1"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Pancake Head with #2 Phillips Drive, #3 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
911,"#12-24 x 2-13/16"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws with Wings, Flat Head with #3 Phillips Drive, #5 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
912,"1/4""-20 x 3"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Undercut Flat Head with #3 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
913,"1/4""-20 x 4"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Undercut Flat Head with #3 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
914,"1/4""-20 x 2-13/16"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws with Wings, Flat Head with #3 Phillips Drive, #5 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
915,"#10-24 x 1"" Self-Drilling Screws, Thin Phillips Wafer Head, #3 Point, #2 Phillips Driver, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
916,"#10-24 x 1"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #3 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
917,"#10-24 x 1-1/4"" Self-Drilling Screws, Thin Phillips Wafer Head, #3 Point, #2 Phillips Driver, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
918,"#10-24 x 1-1/4"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #3 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
919,"#10-24 x 1-7/16 Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Wafer Head, #3 Point, #2 Phillips Driver, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
920,"#10-24 x 1-7/16"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Wafer Head, #3 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
921,"#10-24 x 1-1/2"" Self-Drilling Screws, Thin Phillips Wafer Head, #3 Point, #2 Phillips Driver, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
922,"#10-24 x 3/4"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #3 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
923,"#10 x 1-1/2"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #3 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
924,"#10 x 1-13/16"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #2 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
925,"#11 x 3-7/16"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
926,"#11 x 3-15/16"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
927,"#12-24 x 1-5/8"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
928,"#12-24 x 1-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Wafer Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
929,"#12-24 x 2"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
930,"#12-24 x 2"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
931,"#12-24 x 2-1/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
932,"#12-24 x 2-1/2"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
933,"#12-24 x 2-1/2"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
934,"#12-24 x 2-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
935,"#12 x 3-5/8"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Flat Head, #2 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
936,"1/4""-20 x 2-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
937,"1/4""-20 x 2-3/4"" Torx Self-Drilling Screws with Wings - Wood to Metal Reamers, #4 Point, T27 Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
938,"1/4""-20 x 2-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
939,"1/4""-20 x 3"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
940,"1/4""-20 x 3"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
941,"1/4""-20 x 3"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Flat Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
942,"1/4""-20 x 3-1/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
943,"1/4""-20 x 3-1/4"" Torx Self-Drilling Screws with Wings - Wood to Metal Reamers, #4 Point, T27 Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
944,"1/4""-20 x 3-1/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
945,"1/4""-20 x 3-1/2"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
946,"1/4""-20 x 3-1/2"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
947,"1/4""-20 x 3-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
948,"1/4""-20 x 3-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
949,"1/4""-20 x 4"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Flat Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
950,"#10 x 1"" Self-Drilling Architectural Clip Screws, Low Profile Head with Combo Phillips / Square Drive, #3 Point, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
951,"#10 x 1-1/2"" Self-Drilling Architectural Clip Screws, Low Profile Head with Combo Phillips / Square Drive, #3 Point, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
952,"#10-16 x 1-13/16"" Self-Drilling Screws with Pilot Point, Flat Head with Combo Phillips / Square Drive, #3 Point, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
953,"#10 x 2"" Self-Drilling Architectural Clip Screws, Low Profile Head with Combo Phillips / Square Drive, #3 Point, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
954,"#10 x 5/8"" Self-Drilling Architectural Clip Screws, Low Profile Head with Combo Phillips / Square Drive, #3 Point, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
955,"#14 x 7/8"" Self-Drilling Screws with Neoprene Bonded Sealing Washers, #1 Stitch, Hex Washer Head, #1 Point, 5/16"" Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
956,"#8 x 1-1/4"" Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
957,"#8 x 1-1/4"" Fiber Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
958,"#8 x 1-5/8"" Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
959,"#8 x 1-5/8"" Fiber Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
960,"#8-16 x 1-15/16 Self-Drilling Screws with Pilot Point, Phillips Bugle Head, #2 Point, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
961,"#8 x 2-1/4"" Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",Call for price.,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
