uid,pid,item_description,price,category,site_name
611,848,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 18""",10.44,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
611,151,Hand Bender - RDB-10,795.0,Metalworking|Tube & Pipe Benders|Manual Rotary Draw Benders,Bailiegh Industrial
611,776,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 18""",18.95,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
611,213,Finger Brake BB-4812,6095.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
611,221,Hydraulic Box and Pan Brake BB-9612H,19295.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
611,215,Box and Pan Brake BB-9612,8795.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
611,791,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 12""",27.26,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
611,1025,#25 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
611,868,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 60""",55.15,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
611,868,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 60""",55.15,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
611,213,Finger Brake BB-4812,6095.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
611,233,Slip Roll Machine SR-5016M,2195.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Slip Rolls",Bailiegh Industrial
611,876,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 60""",71.11,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
611,864,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 18""",17.28,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
611,203,Hand Brake HB-14418,9495.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
611,209,Sheet Metal Finger Brake BB-4012F,2295.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
611,983,"#14 x 3/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
611,204,Sheet Metal Bender HB-15722,11495.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
612,926,"#11 x 3-15/16"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
612,1032,"7PC TORX® Equivalent (6-Lobe) Tamper Resistant Screwdriver Kit Contains Sizes :#7,#8,#9,#10, #15,#20,#25",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
612,395,"Dynabrade® 50111 Disc Backing Pad, 2 in Dia",29.14,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
612,98,"CLICK discrete input module, 8-point, 24 VAC/VDC, sinking/sourcing, 2 isolated common(s), 4 point(s) per common. Removable terminal block included.",36.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|AC I/O & Relay Outputs,Automation Direct
612,108,"CLICK analog combo module, Input: 4-channel, voltage, 0-10 VDC, Output: 2-channel, voltage, 0-10 VDC.",153.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Analog I/O,Automation Direct
612,947,"1/4""-20 x 3-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
612,342,"Roloc 051144-45096 Regular Disc Backup Pad, 2 in Dia",18.68,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
612,62,"CLICK Standard PLC, 24 VDC required, serial ports, Discrete Input: 8-point, DC, Discrete Output: 6-point, sinking.",101.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
612,1048,"#10-16 x 1"" Drilit® Self-Drilling Screws, 5/16"" High Hex Washer Head, #3 Drilit® Point, Carbon Steel with Stalgard Coating, Made in USA",nan,"Fasteners|Screws|Self Drilling Screws|Elco Self-Drilling Screws|Standard Drilit® Self-Drilling Screws, Made in USA|Drilit® Self-Drilling Screws, Hex Washer Head, Made in USA",Tanner Bolt
612,952,"#10-16 x 1-13/16"" Self-Drilling Screws with Pilot Point, Flat Head with Combo Phillips / Square Drive, #3 Point, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
612,1010,"#15 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
612,1031,#9 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
612,116,"CLICK terminal blocks, replacement, 4-pole. Package of 2. For use with CLICK PLCs.",7.25,Programmable Controllers|CLICK Series PLCs (S...|Spare Parts & Specialty Items,Automation Direct
612,432,"Dynabrade® 53968 Interface Pad, 6 in Dia, Hook and Loop Attachment, Foam",13.54,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
612,390,"Dynabrade® 56084 Non-Vacuum Backing Pad, 3 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",32.06,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
612,356,"Dynabrade® 57852 Non-Vacuum Disc Backing Pad With 4 Screws, 3-2/3 in Dia, PSA Attachment, Vinyl",31.9,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
612,962,"#10 x 1/2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
613,703,"DURAFAN® Replacement Basket Fan Blades - 20""",40.39,"Commercial & Industrial|Fans, Ventilation & Controls|Replacement Fan Blades",QC Supply
613,574,DC CUTOFF WHEEL 7X1/4X7/8 LL DISC *,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
613,513,DC C/OFF WH T 27 4.5X1/4X7/8 GEM 43594,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
613,744,Dosatron® PJ127 Mini-H Seal Kit,38.31,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
613,683,Dosatron® D25RE10 Injector,915.59,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
613,636,Dosatron® D128R Medicator,205.0,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
613,897,"1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed - 24""",50.39,"Alloy|Flat|Cold Finished|1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
613,794,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 36""",79.09,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
613,569,30435 DC CUTOFF WHL 4.5X1/8X5/8-11 GEM,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
613,511,DC CUTOFF WHEEL 4.5X1/4X5/8-11 GEM MD,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
613,738,"Dosatron® 3/4"" Flow Restrictor - 14 GPM",55.11,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
614,250,Sheet Metal Shear SH-5210,12595.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
614,996,"#15 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
614,186,Roll Bender R-CNC55,53195.0,Metalworking|Tube & Pipe Benders|Roll Benders|CNC Roll Benders,Bailiegh Industrial
614,182,R-H120E Double Pinch Roll Bender ,41595.0,Metalworking|Tube & Pipe Benders|Roll Benders|Hydraulic Roll Benders,Bailiegh Industrial
614,990,"#14 x 1-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
614,1001,"#40 Torx® Equivalent Security 1/4"""" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
614,244,Four Roll Plate Roll PR-603-4,46195.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Four Roll Plate Rolls",Bailiegh Industrial
614,154,Baileigh Industrial Rotary Draw Bender - RDB-125,4895.0,Metalworking|Tube & Pipe Benders|Hydraulic Rotary Draw Benders,Bailiegh Industrial
614,1033,"#10 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
614,178,Angle Roller R-H55,17295.0,Metalworking|Tube & Pipe Benders|Roll Benders|Hydraulic Roll Benders,Bailiegh Industrial
614,1038,"#30 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
614,996,"#15 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
614,248,Hydraulic Medium Duty Shear SH-5214,8295.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
614,1014,"#30 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
614,1043,"#8-18 x 1"" Drilit® Self-Drilling Screws, 1/4"" Hex Washer Head, #2 Drilit® Point, Carbon Steel with Stalgard Coating, Made in USA",nan,"Fasteners|Screws|Self Drilling Screws|Elco Self-Drilling Screws|Standard Drilit® Self-Drilling Screws, Made in USA|Drilit® Self-Drilling Screws, Hex Washer Head, Made in USA",Tanner Bolt
614,952,"#10-16 x 1-13/16"" Self-Drilling Screws with Pilot Point, Flat Head with Combo Phillips / Square Drive, #3 Point, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
614,214,Manually Operated Box and Pan (Finger) Brake BB-7212,7695.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
614,901,"#10 x 1/2 Self-Drilling Screws, Undercut Flat Phillips Head, #2 Point, 18.8 Stainless Steel",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
614,196,Hand Brake HBR-7222,995.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
614,224,Heavy Duty Hydraulic Box and Pan (Finger) Brake BB-9610H,26595.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
614,252,Compact Metal Shear SH-6010,14695.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
614,292,Semi-Automatic Dual Mitering Horizontal Band Saw  BS-24SA-DM,21095.0,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
614,279,Horizontal Bandsaw BS-210M,2595.0,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
615,740,Check Valve Nut for Dosatron®,5.13,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
615,473,5 X 1/4 X 7/8 NZ PLUS T27 28805,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
615,642,Hurricane™ Ultra II Fogger,285.3,Commercial & Industrial|Horticulture & Greenhouse|Foggers,QC Supply
615,289,Semi-Automatic Band Saw BS-330SA,13995.0,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
615,441,"Dynabrade® 54087 Disc Backing Pad, 3/4 in Dia, 1/4-20 Female, PSA Attachment, Foam/Vinyl Face",11.11,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
615,637,"DURAFAN® 14"" Indoor/Outdoor Non-Oscillating Wall Mount Fan - Black",93.83,"Commercial & Industrial|Fans, Ventilation & Controls|Basket Fans",QC Supply
615,262,Heavy Duty Metal Cutting Shear SH-5203-HD-NC,35995.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
615,336,"Vortec Pro® 36053 Threaded Arbor Adapter, 5/8-11 to M10x1.5",3.94,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
615,255,Heavy Duty Hydraulic Sheet Metal Shear SH-5210-HD,20995.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
615,454,DC CUTOFF WHEEL 5X1/4X7/8 MINI DISC,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
615,400,"Dynabrade® 50155 Non-Vacuum Disc Backing Pad, 5 in Dia, 5/8-11 Female, Hook Attachment",31.21,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
615,357,"Roloc 051144-45091 Regular Disc Backup Pad, 3 in Dia",22.81,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
615,411,"Dynabrade® 56246 Model T Non-Vacuum Backing Pad, 5 in Dia, PSA Attachment, Vinyl",25.31,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
615,730,"Pulse Output Water Meter - 1""",195.0,Commercial & Industrial|Plumbing Supplies|Water Meters,QC Supply
615,619,"Arad Volumetric 3/4"" Valve - 250 Gallons",95.43,Commercial & Industrial|Plumbing Supplies|Valves,QC Supply
615,171,Manual Roll Bender R-M10E,2595.0,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
615,662,Aegis™ RP Bait Station - Locking,10.8,"Commercial & Industrial|Pest Control, Rodent, & Insect|Traps & Bait Stations",QC Supply
615,436,"Dynabrade® 53973 Conversion Pad, Hook Attachment",5.13,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
615,512,DC CUTOFF WHEEL T 27 4.5X1/8X7/8 GEM,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
616,319,"3M 048011-16859 Flange Adapter, 1/2 in ID x 1 in OD, 1 in Adapted Hole, Sheet Metal",5.42,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
616,1047,"#10-16 x 3/4"" Drilit® Self-Drilling Screws, 5/16"" High Hex Washer Head, #3 Drilit® Point, Carbon Steel with Stalgard Coating, Made in USA",nan,"Fasteners|Screws|Self Drilling Screws|Elco Self-Drilling Screws|Standard Drilit® Self-Drilling Screws, Made in USA|Drilit® Self-Drilling Screws, Hex Washer Head, Made in USA",Tanner Bolt
616,247,Foot Shear SF-5216,3695.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Foot Sheet Metal Shears",Bailiegh Industrial
616,203,Hand Brake HB-14418,9495.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
616,395,"Dynabrade® 50111 Disc Backing Pad, 2 in Dia",29.14,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
616,563,DC CUTOFF WHEEL 5X1/4X7/8 MINI DISC,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
616,550,4-1/2X1/4X7/8 NZ PLUS T27,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
616,912,"1/4""-20 x 3"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Undercut Flat Head with #3 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
616,996,"#15 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
616,388,"Dynabrade® 54332 Non-Vacuum Disc Backing Pad With 5 Screws, 8 in Dia, Hook Attachment, Rubber",40.91,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
616,337,"Vortec Pro® 36054 Threaded Arbor Adapter, 5/8-11 to 3/8-24",3.94,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
616,506,7 X 1/4 T27 GRDNG WHL A24R 5/8 11,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
616,450,DC CUTOFF WHEEL 4.5X1/4X7/8 CHR MD 43214,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
616,903,"#8-18 x 1"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Pan Head with #2 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
616,378,"Dynabrade® 53983 Conversion Pad, 8 Holes, 8 in Dia, Hook Attachment",13.54,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
616,162,Baileigh Pipe Bender RDB-480,79995.0,Metalworking|Tube & Pipe Benders|Computer Programmable Rotary Draw Benders,Bailiegh Industrial
616,228,Magnetic Box and Pan Brake BB-7216M,6695.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Magnetic Sheet Metal Brakes",Bailiegh Industrial
616,396,"Dynabrade® 50120 Disc Backing Pad, 3 in Dia, 1/4-20 Female, Hook Attachment, Foam",21.85,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
616,947,"1/4""-20 x 3-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
617,591,DC CUTOFF WHEEL 9X1/4X7/8 LL DISC,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
617,653,"DURAFAN® 24"" Indoor/Outdoor Oscillating Wall Mount Fan - White",231.53,"Commercial & Industrial|Fans, Ventilation & Controls|Basket Fans",QC Supply
617,1004,"#55 Torx® Equivalent Security 5/16"""" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
617,1020,"#8 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
617,958,"#8 x 1-5/8"" Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
617,466,7X1/4X5/8-11 T27 MET DEP CTR GR WHEEL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
617,1020,"#8 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
617,980,"#12 x 1-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
617,940,"1/4""-20 x 3"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
617,732,Casco Cooling Water Treatment Algaecide - 1 Gal.,9.99,Commercial & Industrial|Horticulture & Greenhouse|Water Treatments,QC Supply
618,232,Manual Slip Roller SR-3622M,995.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Slip Rolls",Bailiegh Industrial
618,1020,"#8 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
618,611,"Spin Down™ Filters - 1 1/2""",20.9,Commercial & Industrial|Plumbing Supplies|Water Filters,QC Supply
618,981,"#12 x 2-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
618,235,Baileigh Slip Roll SR-5016,4195.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Slip Rolls",Bailiegh Industrial
618,206,Finger Brake BB-3616E,995.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
618,965,"#10 x 1-1/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
618,1005,"#7 Torx® Equivalent Security 1/4"""" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
618,706,"DURAFAN® Replacement Basket Fan Blades - 12"" - 36""",32.01,"Commercial & Industrial|Fans, Ventilation & Controls|Replacement Fan Blades",QC Supply
618,1039,"#40 Torx® Equivalent Security 1/4"""" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
618,253,Compact Shear SH-8010,17595.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
618,237,Plate Roller PR-514,13695.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
619,1010,"#15 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
619,948,"1/4""-20 x 3-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
619,558,DC CUTOFF WHEEL 7X1/4X7/8 NRTN MTL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
619,981,"#12 x 2-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
619,941,"1/4""-20 x 3"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Flat Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
620,1031,#9 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
620,518,DC CUTOFF WHEEL 9X1/4X5/811 LL DISC,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
620,520,30435 DC CUTOFF WHL 4.5X1/8X5/8-11 GEM,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
620,993,"#14 x 3"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
